Date,High,Low,Open,Close,Volume,Adj Close
2008-01-02,28.608572006225586,27.507143020629883,28.46714210510254,27.834285736083984,269794700,24.29134750366211
2008-01-03,28.198572158813477,27.527143478393555,27.915714263916016,27.847143173217773,210516600,24.30256462097168
2008-01-04,27.571428298950195,25.555713653564453,27.350000381469727,25.72142791748047,363958000,22.447429656982422
2008-01-07,26.22857093811035,24.318571090698242,25.89285659790039,25.37714195251465,518048300,22.146968841552734
2008-01-08,26.06571388244629,24.399999618530273,25.734285354614258,24.464284896850586,380954000,21.350305557250977
2008-01-09,25.64285659790039,24.042856216430664,24.47142791748047,25.628570556640625,453470500,22.36639404296875
2008-01-10,25.85714340209961,25.058570861816406,25.368572235107422,25.431428909301758,370743800,22.19434928894043
2008-01-11,25.407142639160156,24.285715103149414,25.14285659790039,24.670000076293945,308071400,21.529836654663086
2008-01-14,25.631427764892578,25.0242862701416,25.360000610351562,25.540000915527344,275112600,22.289093017578125
2008-01-15,25.60285758972168,23.522857666015625,25.38857078552246,24.148571014404297,585819500,21.074777603149414
2008-01-16,24.144285202026367,22.385713577270508,23.604286193847656,22.805713653564453,553461300,19.90285301208496
2008-01-17,23.62285804748535,22.631427764892578,23.072856903076172,22.984285354614258,439464900,20.058691024780273
2008-01-18,23.678571701049805,22.801427841186523,23.101428985595703,23.051427841186523,431085900,20.117280960083008
2008-01-22,22.854286193847656,20.85714340209961,21.15142822265625,22.234285354614258,608688500,19.404151916503906
2008-01-23,20.0,18.020000457763672,19.45571517944336,19.867143630981445,843242400,17.33831787109375
2008-01-24,20.100000381469727,18.858572006225586,19.998571395874023,19.371429443359375,501466700,16.905698776245117
2008-01-25,19.8700008392334,18.515714645385742,19.855714797973633,18.572856903076172,388684800,16.208778381347656
2008-01-28,19.02857208251953,18.064285278320312,18.308570861816406,18.572856903076172,368711000,16.208778381347656
2008-01-29,18.969999313354492,18.435714721679688,18.735713958740234,18.79142951965332,274995700,16.3995304107666
2008-01-30,19.350000381469727,18.571428298950195,18.76714324951172,18.882856369018555,310762900,16.47932243347168
2008-01-31,19.52142906188965,18.485713958740234,18.492856979370117,19.337142944335938,336418600,16.875782012939453
2008-02-01,19.51285743713379,18.882856369018555,19.46285629272461,19.10714340209961,252686000,16.675064086914062
2008-02-04,19.41428565979004,18.7742862701416,19.1728572845459,18.80714225769043,224808500,16.413240432739258
2008-02-05,19.14285659790039,18.41428565979004,18.632856369018555,18.479999542236328,285260500,16.127742767333984
2008-02-06,18.845714569091797,17.395713806152344,18.690000534057617,17.428571701049805,393318100,15.210143089294434
2008-02-07,17.825714111328125,16.752857208251953,17.13857078552246,17.31999969482422,520832900,15.115394592285156
2008-02-08,17.957143783569336,17.371429443359375,17.440000534057617,17.92571449279785,338993200,15.644010543823242
2008-02-11,18.568571090698242,18.171428680419922,18.28714370727539,18.492856979370117,300358100,16.138961791992188
2008-02-12,18.714284896850586,17.65999984741211,18.671428680419922,17.837142944335938,306495000,15.566710472106934
2008-02-13,18.540000915527344,17.9471435546875,18.097143173217773,18.485713958740234,242133500,16.132722854614258
2008-02-14,18.685714721679688,18.144285202026367,18.485713958740234,18.20857048034668,238524300,15.890856742858887
2008-02-15,18.154285430908203,17.722856521606445,18.038572311401367,17.804285049438477,225325100,15.538036346435547
2008-02-19,18.10714340209961,17.34857177734375,17.998571395874023,17.454286575317383,251261500,15.232586860656738
2008-02-20,17.799999237060547,17.382856369018555,17.457143783569336,17.68857192993164,241859800,15.437049865722656
2008-02-21,18.067142486572266,17.265714645385742,18.007143020629883,17.362857818603516,234528700,15.15279769897461
2008-02-22,17.501428604125977,16.5528564453125,17.497142791748047,17.06571388244629,382469500,14.893474578857422
2008-02-25,17.167142868041992,16.665714263916016,16.941429138183594,17.105714797973633,314193600,14.928384780883789
2008-02-26,17.29857063293457,16.49142837524414,16.805713653564453,17.02142906188965,376222000,14.854825019836426
2008-02-27,17.578571319580078,16.8700008392334,16.889999389648438,17.56571388244629,368784500,15.329833030700684
2008-02-28,18.885713577270508,17.96714210510254,18.171428680419922,18.558570861816406,404563600,16.196313858032227
2008-02-29,18.601428985595703,17.828571319580078,18.469999313354492,17.860000610351562,313870200,15.586655616760254
2008-03-03,17.997142791748047,16.85714340209961,17.777143478393555,17.389999389648438,398260800,15.176484107971191
2008-03-04,17.84000015258789,17.200000762939453,17.427143096923828,17.8028564453125,446345900,15.536788940429688
